"","time","posX","posY","orientation","00:14:bf:b1:97:8a","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","00:0f:a3:39:dd:cd","nas","posXY","angle"
"1787","1140720023866",29.58,7.93,314.9,-69,-52,-68,-50,-51,-72,-81,0,"29.58-7.93",315
"1788","1140720024874",29.58,7.93,314.9,-68,-52,-72,-49,-53,-76,-83,0,"29.58-7.93",315
"1789","1140720025882",29.58,7.93,314.9,-69,-51,-72,-49,-46,-78,-85,0,"29.58-7.93",315
"1790","1140720027142",29.58,7.93,314.9,-71,-52,-72,-49,-48,-77,-86,0,"29.58-7.93",315
"1791","1140720027394",29.58,7.93,314.9,-69,-57,-68,-49,-51,-78,-82,0,"29.58-7.93",315
"1792","1140720028154",29.58,7.93,314.9,-68,-52,-69,-47,-47,-77,-86,0,"29.58-7.93",315
"1793","1140720028406",29.58,7.93,314.9,-67,-51,-69,-49,-47,-78,-85,0,"29.58-7.93",315
"1794","1140720029162",29.58,7.93,314.9,-68,-51,-69,-47,-51,-72,-82,0,"29.58-7.93",315
"1795","1140720029414",29.58,7.93,314.9,-68,-55,-70,-47,-51,-77,-87,0,"29.58-7.93",315
"1796","1140720030170",29.58,7.93,314.9,-67,-55,-70,-47,-51,-76,-86,0,"29.58-7.93",315
"1797","1140720030422",29.58,7.93,314.9,-68,-55,-69,-48,-53,-72,-85,0,"29.58-7.93",315
"1798","1140720031438",29.58,7.93,314.9,-66,-52,-69,-48,-53,-72,-85,0,"29.58-7.93",315
"1799","1140720032294",29.58,7.93,314.9,-71.5,-52,-71,-48,-46,-73,-80,0,"29.58-7.93",315
"1800","1140720067456",31.06,7.19,247.1,-60,-56,-71,-44,-39,-81,-80,0,"31.06-7.19",225
"1801","1140720067708",31.06,7.19,247.1,-62,-56,-70,-45,-39,-79,-81,0,"31.06-7.19",225
"1802","1140720068213",31.06,7.19,247.1,-61,-58,-69,-46,-41,-79,-80,0,"31.06-7.19",225
"1803","1140720069473",31.06,7.19,247.1,-62,-57,-71,-44,-40,-80,-77,0,"31.06-7.19",225
"1804","1140720070733",31.06,7.19,247.1,-62,-56,-71,-46,-38,-79,-80,0,"31.06-7.19",225
"1805","1140720070985",31.06,7.19,247.1,-62,-57,-68,-45,-40,-80,-80,0,"31.06-7.19",225
"1806","1140720071237",31.06,7.19,247.1,-60,-56,-68,-45,-39,-80,-80,0,"31.06-7.19",225
"1807","1140720071489",31.06,7.19,247.1,-66,-56,-68,-45,-40,-80,-79,0,"31.06-7.19",225
"1808","1140720072245",31.06,7.19,247.1,-62,-57,-71,-44,-39,-78,-82,0,"31.06-7.19",225
"1809","1140720072497",31.06,7.19,247.1,-62,-57,-69.5,-47,-39,-79,-82,0,"31.06-7.19",225
"1810","1140720074517",31.06,7.19,247.1,-65,-56,-70,-45,-39,-78,-79,0,"31.06-7.19",225
"1811","1140720075021",31.06,7.19,247.1,-62,-56,-73,-45,-41,-79,-80,0,"31.06-7.19",225
"1812","1140720075525",31.06,7.19,247.1,-62,-54,-71,-45,-39,-79.5,-79,0,"31.06-7.19",225
"1813","1140720076281",31.06,7.19,247.1,-61,-55,-72,-45,-41,-79,-78,0,"31.06-7.19",225
"1814","1140720076533",31.06,7.19,247.1,-65,-55,-74,-45,-39,-80,-81,0,"31.06-7.19",225
"1815","1140720076785",31.06,7.19,247.1,-64,-55,-70,-45,-39,-80,-83,0,"31.06-7.19",225
"1816","1140720077037",31.06,7.19,247.1,-61,-58,-74,-45,-40,-79,-83,0,"31.06-7.19",225
"1817","1140720077793",31.06,7.19,247.1,-61,-56,-71,-45,-40,-80,-83,0,"31.06-7.19",225
"1818","1140720079821",31.06,7.19,247.1,-65,-57,-69,-47,-40,-82,-78,0,"31.06-7.19",225
"1819","1140720080073",31.06,7.19,247.1,-62,-55,-69,-45,-39,-78,-78,0,"31.06-7.19",225
"1820","1140720080325",31.06,7.19,247.1,-61,-57,-68,-46,-39,-80,-82,0,"31.06-7.19",225
"1821","1140720080577",31.06,7.19,247.1,-66,-57,-70,-46,-39,-80,-80,0,"31.06-7.19",225
"1822","1140720080829",31.06,7.19,247.1,-62,-57,-69,-46,-39,-79,-79,0,"31.06-7.19",225
"1823","1140720081585",31.06,7.19,247.1,-62,-57,-71,-45,-40,-78,-81,0,"31.06-7.19",225
"1824","1140720083854",31.06,7.19,247.1,-62,-57,-70,-45,-38,-79,-81,0,"31.06-7.19",225
"1825","1140720085618",31.06,7.19,247.1,-61,-55,-74,-45,-40,-82,-81,0,"31.06-7.19",225
"1826","1140720088646",31.06,7.19,247.1,-62,-56,-74,-45,-39,-79,-79,0,"31.06-7.19",225
"1827","1140720089402",31.06,7.19,247.1,-68,-56,-70,-45,-38,-79,-79,0,"31.06-7.19",225
"1828","1140720089910",31.06,7.19,247.1,-61,-57,-72,-47,-39,-78,-81,0,"31.06-7.19",225
"1829","1140720090162",31.06,7.19,247.1,-62,-56,-73,-45,-39,-79,-82,0,"31.06-7.19",225
"1830","1140720091674",31.06,7.19,247.1,-62,-58,-70,-45,-39,-78,-82,0,"31.06-7.19",225
"1831","1140720091926",31.06,7.19,247.1,-61,-57,-73,-47,-39,-78,-81,0,"31.06-7.19",225
"1832","1140720119680",31.78,7.62,261.5,-65,-54,-63,-46,-64,-77,-80,0,"31.78-7.62",270
"1833","1140720120436",31.78,7.62,261.5,-62,-59,-62,-49,-38,-78,-81,0,"31.78-7.62",270
"1834","1140720120688",31.78,7.62,261.5,-64,-54,-63,-48,-38,-77,-82,0,"31.78-7.62",270
"1835","1140720121192",31.78,7.62,261.5,-64.5,-54,-64,-47,-38,-78,-81,0,"31.78-7.62",270
"1836","1140720122452",31.78,7.62,261.5,-67,-55,-63,-50,-38,-77,-81,0,"31.78-7.62",270
"1837","1140720122956",31.78,7.62,261.5,-66.5,-55,-69,-50,-39,-76,-81,0,"31.78-7.62",270
"1838","1140720123208",31.78,7.62,261.5,-65,-55,-63,-48,-52,-72,-81,0,"31.78-7.62",270
"1839","1140720123460",31.78,7.62,261.5,-67,-54,-62,-49,-51,-76,-82,0,"31.78-7.62",270
"1840","1140720123964",31.78,7.62,261.5,-64,-54,-62,-49,-50,-76.5,-73,0,"31.78-7.62",270
"1841","1140720124469",31.78,7.62,261.5,-66,-55,-62,-49,-50,-75,-80,0,"31.78-7.62",270
"1842","1140720124728",31.78,7.62,261.5,-66.5,-54,-63,-48,-50,-77,-81,0,"31.78-7.62",270
"1843","1140720125584",31.78,7.62,261.5,-66.5,-55,-69,-48,-39,-76,-80,0,"31.78-7.62",270
"1844","1140720126088",31.78,7.62,261.5,-65,-55,-68,-49,-39,-77,-80,0,"31.78-7.62",270
"1845","1140720126341",31.78,7.62,261.5,-65,-55,-63,-48,-38,-77,-80,0,"31.78-7.62",270
"1846","1140720126596",31.78,7.62,261.5,-65,-56,-69,-49,-38,-76,-81,0,"31.78-7.62",270
"1847","1140720128612",31.78,7.62,261.5,-64,-54,-63,-51,-50,-78,-82,0,"31.78-7.62",270
"1848","1140720129116",31.78,7.62,261.5,-66.5,-54,-62,-49,-51,-78,-81,0,"31.78-7.62",270
"1849","1140720130124",31.78,7.62,261.5,-65,-56,-62,-48,-50,-77,-79,0,"31.78-7.62",270
"1850","1140720131133",31.78,7.62,261.5,-65,-55,-62,-49,-51.5,-78,-79,0,"31.78-7.62",270
"1851","1140720133161",31.78,7.62,261.5,-67,-54,-59,-53,-51,-73,-79,0,"31.78-7.62",270
"1852","1140720133917",31.78,7.62,261.5,-67,-54,-64,-46,-53,-80,-79,0,"31.78-7.62",270
"1853","1140720134421",31.78,7.62,261.5,-68,-54,-63,-50,-53,-75,-80,0,"31.78-7.62",270
"1854","1140720135177",31.78,7.62,261.5,-69,-54,-73,-50,-38,-75,-71,0,"31.78-7.62",270
"1855","1140720135429",31.78,7.62,261.5,-66.5,-55,-64,-50,-39,-76,-82,0,"31.78-7.62",270
"1856","1140720136285",31.78,7.62,261.5,-66,-54,-70,-50,-39,-76,-83,0,"31.78-7.62",270
"1857","1140720136537",31.78,7.62,261.5,-65,-54,-63,-50,-39,-77,-81,0,"31.78-7.62",270
"1858","1140720138805",31.78,7.62,261.5,-67,-55,-64,-52,-39,-76,-73,0,"31.78-7.62",270
"1859","1140720139565",31.78,7.62,261.5,-67.5,-55,-72,-50,-49,-77,-73,0,"31.78-7.62",270
"1860","1140720139817",31.78,7.62,261.5,-67,-55,-72,-50,-49,-75,-72,0,"31.78-7.62",270
"1861","1140720140825",31.78,7.62,261.5,-66.5,-55,-73,-48,-47,-76,-81,0,"31.78-7.62",270
"1862","1140720142085",31.78,7.62,261.5,-67,-56,-70,-50,-48,-76,-75,0,"31.78-7.62",270
"1863","1140720142589",31.78,7.62,261.5,-67,-56,-63,-50,-49,-75,-75,0,"31.78-7.62",270
"1864","1140720143345",31.78,7.62,261.5,-66,-55,-67,-50,-38,-76,-80,0,"31.78-7.62",270
"1865","1140720143849",31.78,7.62,261.5,-67,-55,-64,-50,-49,-76,-73,0,"31.78-7.62",270
"1866","1140720144101",31.78,7.62,261.5,-67,-56,-64,-52,-47,-77,-73,0,"31.78-7.62",270
"1867","1140720144857",31.78,7.62,261.5,-67.5,-56,-72,-51,-47,-77,-79,0,"31.78-7.62",270
"1868","1140720145109",31.78,7.62,261.5,-66,-55,-63,-50,-46,-76,-79,0,"31.78-7.62",270
"1869","1140720146973",31.78,7.62,261.5,-65,-55,-64,-49,-47,-77,-80,0,"31.78-7.62",270
"1870","1140720147225",31.78,7.62,261.5,-65,-55,-64,-49,-48,-78,-82,0,"31.78-7.62",270
"1871","1140720181104",32.16,7.08,110.4,-71,-61,-74.5,-48,-48,-78,-81,0,"32.16-7.08",90
"1872","1140720181356",32.16,7.08,110.4,-72,-61,-73.5,-46,-50,-78,-85,0,"32.16-7.08",90
"1873","1140720181608",32.16,7.08,110.4,-68.5,-60,-71,-45,-48,-78,-85,0,"32.16-7.08",90
"1874","1140720181860",32.16,7.08,110.4,-71,-59,-72,-43,-35,-75.5,-83,0,"32.16-7.08",90
"1875","1140720182364",32.16,7.08,110.4,-70,-58,-69,-44,-32,-80.6666666666667,-81,0,"32.16-7.08",90
"1876","1140720183876",32.16,7.08,110.4,-69,-58,-69,-45,-34,-76.5,-80,0,"32.16-7.08",90
"1877","1140720184128",32.16,7.08,110.4,-70,-58,-69,-43,-44,-76,-79,0,"32.16-7.08",90
"1878","1140720184636",32.16,7.08,110.4,-76,-58,-69,-44,-44,-79.5,-79,0,"32.16-7.08",90
"1879","1140720185140",32.16,7.08,110.4,-67,-58,-70,-45,-33,-78,-80,0,"32.16-7.08",90
"1880","1140720186400",32.16,7.08,110.4,-70,-58,-70,-43,-44,-82,-88,0,"32.16-7.08",90
"1881","1140720186652",32.16,7.08,110.4,-69,-60,-71,-42,-35,-80,-81,0,"32.16-7.08",90
"1882","1140720187408",32.16,7.08,110.4,-70,-59,-73,-44,-36,-82,-81,0,"32.16-7.08",90
"1883","1140720188924",32.16,7.08,110.4,-69,-58,-69,-44,-33,-76.5,-88,0,"32.16-7.08",90
"1884","1140720189176",32.16,7.08,110.4,-69,-60,-68,-43,-33,-77,-80,0,"32.16-7.08",90
"1885","1140720189680",32.16,7.08,110.4,-69.3333333333333,-59,-68,-43,-32,-74,-81,0,"32.16-7.08",90
"1886","1140720191708",32.16,7.08,110.4,-69,-56,-68,-45,-32,-75.6666666666667,-80,0,"32.16-7.08",90
"1887","1140720191960",32.16,7.08,110.4,-68.5,-59,-68.5,-45,-34,-73,-85,0,"32.16-7.08",90
"1888","1140720192716",32.16,7.08,110.4,-69,-59,-70,-45,-46,-77,-82,0,"32.16-7.08",90
"1889","1140720193472",32.16,7.08,110.4,-71,-60,-70,-50,-33,-78,-81,0,"32.16-7.08",90
"1890","1140720193724",32.16,7.08,110.4,-69,-61,-69,-45,-34,-76,-80,0,"32.16-7.08",90
"1891","1140720194228",32.16,7.08,110.4,-70,-61,-69.5,-46,-47,-78,-87,0,"32.16-7.08",90
"1892","1140720194480",32.16,7.08,110.4,-69,-56,-69,-46,-34,-77,-83,0,"32.16-7.08",90
"1893","1140720194984",32.16,7.08,110.4,-71,-61,-70,-45,-47,-83,-82,0,"32.16-7.08",90
"1894","1140720195489",32.16,7.08,110.4,-71,-57,-69,-45,-33,-77,-82,0,"32.16-7.08",90
"1895","1140720196749",32.16,7.08,110.4,-69,-60,-71,-44,-33,-76,-83,0,"32.16-7.08",90
"1896","1140720197001",32.16,7.08,110.4,-69,-60,-70,-44,-33,-76,-81,0,"32.16-7.08",90
"1897","1140720197757",32.16,7.08,110.4,-69,-61,-69.6666666666667,-43,-47,-77,-81,0,"32.16-7.08",90
"1898","1140720198009",32.16,7.08,110.4,-69,-61,-70,-44,-47,-75,-82,0,"32.16-7.08",90
"1899","1140720198865",32.16,7.08,110.4,-69.5,-61,-69,-43,-33,-77,-83,0,"32.16-7.08",90
"1900","1140720199117",32.16,7.08,110.4,-69.5,-55,-70,-43,-47,-75,-83,0,"32.16-7.08",90
"1901","1140720199873",32.16,7.08,110.4,-70,-60,-70,-43,-34,-84,-83,0,"32.16-7.08",90
"1902","1140720200629",32.16,7.08,110.4,-68,-60,-71,-44,-34,-76,-82,0,"32.16-7.08",90
"1903","1140720201133",32.16,7.08,110.4,-67,-61,-70,-44,-34,-76.5,-84,0,"32.16-7.08",90
"1904","1140720201889",32.16,7.08,110.4,-69,-55,-70,-43,-34,-77,-84,0,"32.16-7.08",90
"1905","1140720202141",32.16,7.08,110.4,-69,-59,-69.6666666666667,-50,-34,-76,-82,0,"32.16-7.08",90
"1906","1140720202645",32.16,7.08,110.4,-68.5,-61,-71,-43,-45,-75,-82,0,"32.16-7.08",90
"1907","1140720202897",32.16,7.08,110.4,-69,-61,-71,-43,-46,-76,-84,0,"32.16-7.08",90
"1908","1140720203149",32.16,7.08,110.4,-69,-61,-68,-44,-34,-76,-84,0,"32.16-7.08",90
"1909","1140720203905",32.16,7.08,110.4,-69,-57,-71,-44,-34,-77,-81,0,"32.16-7.08",90
"1910","1140720204413",32.16,7.08,110.4,-69,-57,-71,-43,-45,-75,-82,0,"32.16-7.08",90
"1911","1140720205169",32.16,7.08,110.4,-67,-61,-70,-44,-34,-77,-82,0,"32.16-7.08",90
"1912","1140720205673",32.16,7.08,110.4,-68.5,-61,-70.5,-43,-33,-78,-84,0,"32.16-7.08",90
"1913","1140720206429",32.16,7.08,110.4,-69,-59,-70,-44,-34,-77,-81,0,"32.16-7.08",90
"1914","1140720206681",32.16,7.08,110.4,-70,-61,-71,-44,-34,-74,-81,0,"32.16-7.08",90
"1915","1140720208701",32.16,7.08,110.4,-69,-59,-72,-43,-45,-76,-85,0,"32.16-7.08",90
"1916","1140720232987",32.54,7.08,50.3,-67,-57,-65,-54,-30,-71,-78,0,"32.54-7.08",45
"1917","1140720233239",32.54,7.08,50.3,-68,-56,-69,-54,-29,-71,-79,0,"32.54-7.08",45
"1918","1140720233743",32.54,7.08,50.3,-68,-53,-63,-49,-30,-70,-78,0,"32.54-7.08",45
"1919","1140720234751",32.54,7.08,50.3,-69,-54,-69,-56,-39,-76,-77,0,"32.54-7.08",45
"1920","1140720237279",32.54,7.08,50.3,-68,-55,-63,-55,-30,-76,-83,0,"32.54-7.08",45
"1921","1140720237783",32.54,7.08,50.3,-68,-53,-62,-55,-31,-70.5,-80,0,"32.54-7.08",45
"1922","1140720238791",32.54,7.08,50.3,-68,-54,-62,-53,-39,-74,-80,0,"32.54-7.08",45
"1923","1140720239043",32.54,7.08,50.3,-68,-54,-62,-55,-38,-70,-81,0,"32.54-7.08",45
"1924","1140720239547",32.54,7.08,50.3,-68,-54,-64,-56,-30,-76,-80,0,"32.54-7.08",45
"1925","1140720240051",32.54,7.08,50.3,-68,-54,-63,-55,-30,-71,-80,0,"32.54-7.08",45
"1926","1140720240407",32.54,7.08,50.3,-68,-53,-63,-54,-29,-74,-79,0,"32.54-7.08",45
"1927","1140720240659",32.54,7.08,50.3,-69,-54,-63,-55,-30,-70,-79,0,"32.54-7.08",45
"1928","1140720241415",32.54,7.08,50.3,-68,-54,-64,-55,-31,-70,-80,0,"32.54-7.08",45
"1929","1140720243179",32.54,7.08,50.3,-69.5,-53,-61,-52,-30,-70,-80,0,"32.54-7.08",45
"1930","1140720243935",32.54,7.08,50.3,-69,-53,-64,-51,-30,-70,-79,0,"32.54-7.08",45
"1931","1140720244691",32.54,7.08,50.3,-71,-53,-74,-49,-32,-70,-79,0,"32.54-7.08",45
"1932","1140720245952",32.54,7.08,50.3,-69,-54,-74,-58,-41,-75,-81,0,"32.54-7.08",45
"1933","1140720246708",32.54,7.08,50.3,-69,-54,-63,-56,-30,-74.5,-82,0,"32.54-7.08",45
"1934","1140720248220",32.54,7.08,50.3,-69,-55,-74,-58,-41,-70,-76,0,"32.54-7.08",45
"1935","1140720248976",32.54,7.08,50.3,-70,-55,-63,-56,-30,-71,-81,0,"32.54-7.08",45
"1936","1140720249984",32.54,7.08,50.3,-68,-53,-62,-57,-39,-71,-81,0,"32.54-7.08",45
"1937","1140720251092",32.54,7.08,50.3,-69,-54,-73,-49,-30,-71,-78,0,"32.54-7.08",45
"1938","1140720251596",32.54,7.08,50.3,-70,-54,-64,-58,-30,-76,-80,0,"32.54-7.08",45
"1939","1140720252604",32.54,7.08,50.3,-69,-54,-63,-48,-30,-70,-80,0,"32.54-7.08",45
"1940","1140720253108",32.54,7.08,50.3,-69,-54,-64,-57,-31,-70,-81,0,"32.54-7.08",45
"1941","1140720253612",32.54,7.08,50.3,-69,-53,-64,-48,-30,-71,-81,0,"32.54-7.08",45
"1942","1140720254116",32.54,7.08,50.3,-69,-55,-64,-57,-38,-74,-78,0,"32.54-7.08",45
"1943","1140720255124",32.54,7.08,50.3,-70,-55,-73,-48,-39,-76,-81,0,"32.54-7.08",45
"1944","1140720256132",32.54,7.08,50.3,-69,-53,-64,-48,-29,-70,-80,0,"32.54-7.08",45
"1945","1140720256636",32.54,7.08,50.3,-69,-54,-63,-56,-38,-72,-79,0,"32.54-7.08",45
"1946","1140720257644",32.54,7.08,50.3,-69,-54,-64,-49,-38,-70,-81,0,"32.54-7.08",45
"1947","1140720257896",32.54,7.08,50.3,-69,-55,-64,-50,-39,-76,-79,0,"32.54-7.08",45
"1948","1140720463553",23.36,3.4,309.4,-52,-62,-60,-52,-50,-72,-76,0,"23.36-3.40",315
"1949","1140720464057",23.36,3.4,309.4,-62,-61,-58,-50,-54,-70,-72,0,"23.36-3.40",315
"1950","1140720464561",23.36,3.4,309.4,-53,-53,-56,-54,-56,-72,-71,0,"23.36-3.40",315
"1951","1140720465065",23.36,3.4,309.4,-62,-60,-56,-57,-51,-77,-73,0,"23.36-3.40",315
"1952","1140720465821",23.36,3.4,309.4,-63,-55,-56,-52,-55,-73,-73,0,"23.36-3.40",315
"1953","1140720466406",23.36,3.4,309.4,-54,-54,-56,-51,-55,-77,-64,0,"23.36-3.40",315
"1954","1140720466657",23.36,3.4,309.4,-63,-53,-59,-58,-52,-72,-74,0,"23.36-3.40",315
"1955","1140720467162",23.36,3.4,309.4,-53,-55,-58,-52,-54,-71,-73,0,"23.36-3.40",315
"1956","1140720467414",23.36,3.4,309.4,-53,-61,-56,-53,-55,-77,-73,0,"23.36-3.40",315
"1957","1140720467666",23.36,3.4,309.4,-54,-62,-60,-59,-56,-73,-71,0,"23.36-3.40",315
"1958","1140720468170",23.36,3.4,309.4,-54,-61,-52,-51,-52,-76,-73,0,"23.36-3.40",315
"1959","1140720468674",23.36,3.4,309.4,-51,-55,-56,-52,-55,-72,-73,0,"23.36-3.40",315
"1960","1140720469430",23.36,3.4,309.4,-53,-53,-59,-59,-55,-72,-75,0,"23.36-3.40",315
"1961","1140720470034",23.36,3.4,309.4,-50,-55,-56,-52,-55,-72,-70,0,"23.36-3.40",315
"1962","1140720471546",23.36,3.4,309.4,-54,-60,-66,-52,-53,-71,-74,0,"23.36-3.40",315
"1963","1140720471798",23.36,3.4,309.4,-52,-61,-58,-51,-52,-71,-75,0,"23.36-3.40",315
"1964","1140720473310",23.36,3.4,309.4,-52,-54,-59,-51,-55,-72,-71,0,"23.36-3.40",315
"1965","1140720473562",23.36,3.4,309.4,-52,-53,-60,-52,-53,-72,-74,0,"23.36-3.40",315
"1966","1140720474822",23.36,3.4,309.4,-53,-55,-56,-51,-55,-77,-73,0,"23.36-3.40",315
"1967","1140720475074",23.36,3.4,309.4,-53,-55,-57,-52,-54,-72,-74,0,"23.36-3.40",315
"1968","1140720475578",23.36,3.4,309.4,-52,-55,-57,-51,-54,-73,-74,0,"23.36-3.40",315
"1969","1140720476334",23.36,3.4,309.4,-54,-63,-56,-51,-52,-72,-74,0,"23.36-3.40",315
"1970","1140720476586",23.36,3.4,309.4,-53,-64,-68,-59,-52,-72,-74,0,"23.36-3.40",315
"1971","1140720477594",23.36,3.4,309.4,-54,-64,-57,-52,-56,-72,-75,0,"23.36-3.40",315
"1972","1140720479106",23.36,3.4,309.4,-53,-53,-60,-52,-56,-76,-77,0,"23.36-3.40",315
"1973","1140720479610",23.36,3.4,309.4,-54,-63,-59,-52,-55,-73,-76,0,"23.36-3.40",315
"1974","1140720480366",23.36,3.4,309.4,-52,-53,-61,-53,-56,-77,-69,0,"23.36-3.40",315
"1975","1140720480626",23.36,3.4,309.4,-54,-63,-57,-53,-57,-75,-69,0,"23.36-3.40",315
"1976","1140720480878",23.36,3.4,309.4,-55,-53,-58,-52,-56,-73,-72,0,"23.36-3.40",315
"1977","1140720481130",23.36,3.4,309.4,-55,-53,-55,-53,-53,-73,-74,0,"23.36-3.40",315
"1978","1140720481382",23.36,3.4,309.4,-55,-63,-56,-54,-57,-73,-74,0,"23.36-3.40",315
"1979","1140720482390",23.36,3.4,309.4,-55,-61,-61,-56,-56,-73,-74,0,"23.36-3.40",315
"1980","1140720483398",23.36,3.4,309.4,-60,-53,-54,-52,-56,-73,-74,0,"23.36-3.40",315
"1981","1140720483902",23.36,3.4,309.4,-55,-53,-59,-52,-53,-78,-76,0,"23.36-3.40",315
"1982","1140720484418",23.36,3.4,309.4,-53,-64,-55,-52,-51,-73,-74,0,"23.36-3.40",315
"1983","1140720484671",23.36,3.4,309.4,-55,-63,-57,-53,-57,-77,-75,0,"23.36-3.40",315
"1984","1140720485931",23.36,3.4,309.4,-56,-62,-57,-52,-55,-77,-69,0,"23.36-3.40",315
"1985","1140720486691",23.36,3.4,309.4,-53,-55,-60,-53,-54,-76,-72,0,"23.36-3.40",315
"1986","1140720487451",23.36,3.4,309.4,-55,-55,-56,-53,-53,-78,-76,0,"23.36-3.40",315
"1987","1140720488207",23.36,3.4,309.4,-55,-53,-55,-53,-53,-73,-71,0,"23.36-3.40",315
"1988","1140720488711",23.36,3.4,309.4,-62,-67,-58,-53,-57,-72,-72,0,"23.36-3.40",315
"1989","1140720489467",23.36,3.4,309.4,-53,-66,-61,-52,-55,-73,-71,0,"23.36-3.40",315
"1990","1140720489719",23.36,3.4,309.4,-54,-66,-59,-51,-57,-74,-76,0,"23.36-3.40",315
"1991","1140720526880",23.24,7.5,7.9,-63,-57,-59,-54,-63,-72,-81,0,"23.24-7.50",0
"1992","1140720529413",23.24,7.5,7.9,-65,-56,-60,-54,-58,-67,-77,0,"23.24-7.50",0
"1993","1140720531681",23.24,7.5,7.9,-65,-56,-54,-54,-62,-70,-77,0,"23.24-7.50",0
"1994","1140720532698",23.24,7.5,7.9,-65,-57,-62,-53,-52,-70,-80,0,"23.24-7.50",0
"1995","1140720533958",23.24,7.5,7.9,-66,-58,-62,-54,-54,-71.5,-83,0,"23.24-7.50",0
"1996","1140720534210",23.24,7.5,7.9,-65,-56,-61,-54,-53,-68,-77,0,"23.24-7.50",0
"1997","1140720534714",23.24,7.5,7.9,-64.5,-56,-61,-55,-59,-71.5,-83,0,"23.24-7.50",0
"1998","1140720534966",23.24,7.5,7.9,-65,-58,-60,-53,-53,-71,-77,0,"23.24-7.50",0
"1999","1140720535218",23.24,7.5,7.9,-65,-57,-56,-55,-53,-70,-79,0,"23.24-7.50",0
"2000","1140720536730",23.24,7.5,7.9,-63,-57,-58,-55,-59,-67,-78,0,"23.24-7.50",0
"2001","1140720537234",23.24,7.5,7.9,-64,-57,-58,-54,-59,-70,-82,0,"23.24-7.50",0
"2002","1140720537738",23.24,7.5,7.9,-63,-58,-55,-53,-54,-69,-84,0,"23.24-7.50",0
"2003","1140720537990",23.24,7.5,7.9,-65,-57,-61,-54,-54,-71,-83,0,"23.24-7.50",0
"2004","1140720538494",23.24,7.5,7.9,-61,-58,-61,-54,-59,-69,-80,0,"23.24-7.50",0
"2005","1140720538998",23.24,7.5,7.9,-64,-56,-60,-52,-54,-69,-79,0,"23.24-7.50",0
"2006","1140720539254",23.24,7.5,7.9,-63,-57,-60,-53,-57,-70,-78,0,"23.24-7.50",0
"2007","1140720540010",23.24,7.5,7.9,-63,-55,-56,-53,-55,-66,-80,0,"23.24-7.50",0
"2008","1140720540514",23.24,7.5,7.9,-63,-55,-59,-53,-58,-66,-78,0,"23.24-7.50",0
"2009","1140720541270",23.24,7.5,7.9,-64,-58,-58,-53,-53,-70,-79,0,"23.24-7.50",0
"2010","1140720542026",23.24,7.5,7.9,-63,-58,-61,-54,-54,-70,-78,0,"23.24-7.50",0
"2011","1140720542278",23.24,7.5,7.9,-63,-57,-62,-53,-58,-72,-77,0,"23.24-7.50",0
"2012","1140720542786",23.24,7.5,7.9,-63.5,-58,-58,-54,-59,-69,-79,0,"23.24-7.50",0
"2013","1140720543794",23.24,7.5,7.9,-60,-55,-61,-54,-61,-71,-76,0,"23.24-7.50",0
"2014","1140720544802",23.24,7.5,7.9,-69,-57,-58,-54,-53,-67,-82,0,"23.24-7.50",0
"2015","1140720546818",23.24,7.5,7.9,-65,-57,-57,-55,-60,-72,-77,0,"23.24-7.50",0
"2016","1140720547574",23.24,7.5,7.9,-65,-57,-59,-53,-60,-70,-84,0,"23.24-7.50",0
"2017","1140720548331",23.24,7.5,7.9,-66,-58,-59,-54,-52,-70,-85,0,"23.24-7.50",0
"2018","1140720548583",23.24,7.5,7.9,-65,-59,-59,-54,-62,-72,-84,0,"23.24-7.50",0
"2019","1140720548835",23.24,7.5,7.9,-65,-58,-57,-55,-61,-70,-83,0,"23.24-7.50",0
"2020","1140720549851",23.24,7.5,7.9,-67,-58,-61,-55,-60,-68,-86,0,"23.24-7.50",0
"2021","1140720550103",23.24,7.5,7.9,-66,-56,-59,-54,-53,-70,-85,0,"23.24-7.50",0
"2022","1140720550355",23.24,7.5,7.9,-65,-58,-61,-51,-52,-70,-82,0,"23.24-7.50",0
"2023","1140720550859",23.24,7.5,7.9,-65,-56,-59,-54,-62,-70,-76,0,"23.24-7.50",0
"2024","1140720551111",23.24,7.5,7.9,-67,-57,-61,-55,-61,-68,-78,0,"23.24-7.50",0
"2025","1140720551363",23.24,7.5,7.9,-67,-56,-62,-54,-61,-72,-78,0,"23.24-7.50",0
"2026","1140720553127",23.24,7.5,7.9,-68,-55,-60,-52,-60,-70,-84,0,"23.24-7.50",0
"2027","1140720553379",23.24,7.5,7.9,-67,-56,-58,-55,-59,-68,-77,0,"23.24-7.50",0
"2028","1140720553631",23.24,7.5,7.9,-68,-57,-60,-56,-58,-71,-86,0,"23.24-7.50",0
"2029","1140720554135",23.24,7.5,7.9,-68,-55,-61,-55,-60,-70,-82,0,"23.24-7.50",0
"2030","1140720554387",23.24,7.5,7.9,-67,-57,-59,-56,-60,-71,-83,0,"23.24-7.50",0
"2031","1140720589813",21.3,3.8,120.1,-68,-59,-64,-41,-60,-78,-78,0,"21.3-3.8",135
