"","time","posX","posY","orientation","X00.14.bf.b1.97.8a","X00.0f.a3.39.e1.c0","X00.14.bf.3b.c7.c6","X00.14.bf.b1.97.81","X00.14.bf.b1.97.8d","X00.14.bf.b1.97.90","X00.0f.a3.39.dd.cd","nas","posXY","angle"
"685","1140719444765",23.9,7,344.9,-56.4354204773103,-56,-60,-54,-62,-66,-79,1,"23.90-7.0",0
"686","1140719445018",23.9,7,344.9,-60,-61,-60,-54,-54.8630723149337,-66,-78,1,"23.90-7.0",0
"687","1140719445270",23.9,7,344.9,-66,-61,-60,-54,-61,-79,-79,0,"23.90-7.0",0
"688","1140719445522",23.9,7,344.9,-62,-56,-60,-53,-54.8630723149337,-69,-77,1,"23.90-7.0",0
"689","1140719445774",23.9,7,344.9,-56.4354204773103,-57,-60,-54,-57,-66.2612341491531,-77,2,"23.90-7.0",0
"690","1140719446026",23.9,7,344.9,-68,-58,-67,-55,-54.8630723149337,-69,-79,1,"23.90-7.0",0
"691","1140719446278",23.9,7,344.9,-67.5,-57,-60.0102496192809,-54,-54.8630723149337,-81,-79,2,"23.90-7.0",0
"692","1140719446529",23.9,7,344.9,-56.4354204773103,-53.384679395735,-60,-56.6546902475314,-54.8630723149337,-66.2612341491531,-70.3135619015994,6,"23.90-7.0",0
"693","1140719446782",23.9,7,344.9,-67,-57,-60,-55,-58,-68,-79,0,"23.90-7.0",0
"694","1140719447034",23.9,7,344.9,-63,-59,-61,-55,-61,-63,-77,0,"23.90-7.0",0
"695","1140719447294",23.9,7,344.9,-63,-57,-59,-55,-61,-70,-77,0,"23.90-7.0",0
"696","1140719447546",23.9,7,344.9,-63,-59,-60.0102496192809,-54,-55,-68,-79,1,"23.90-7.0",0
"697","1140719447798",23.9,7,344.9,-64,-59,-57,-54,-56,-66.2612341491531,-77,1,"23.90-7.0",0
"698","1140719448050",23.9,7,344.9,-64,-57,-58,-54,-55,-80,-79,0,"23.90-7.0",0
"699","1140719448302",23.9,7,344.9,-64,-57,-60.0102496192809,-54,-54.8630723149337,-65,-79,2,"23.90-7.0",0
"700","1140719448554",23.9,7,344.9,-63,-56,-60,-56.6546902475314,-57,-69,-79,1,"23.90-7.0",0
"701","1140719448806",23.9,7,344.9,-62,-57,-57,-54,-54.8630723149337,-69,-79,1,"23.90-7.0",0
"702","1140719449058",23.9,7,344.9,-63,-59,-59,-56.6546902475314,-57,-70,-79,1,"23.90-7.0",0
"703","1140719449310",23.9,7,344.9,-64,-56,-60.0102496192809,-54.5,-56,-66,-78,1,"23.90-7.0",0
"704","1140719449562",23.9,7,344.9,-68,-59,-65,-55,-56,-68,-79,0,"23.90-7.0",0
"705","1140719449814",23.9,7,344.9,-56.4354204773103,-56,-66,-55,-54.8630723149337,-67,-79,2,"23.90-7.0",0
"706","1140719450066",23.9,7,344.9,-63,-61,-58,-54,-55,-69,-80,0,"23.90-7.0",0
"707","1140719450318",23.9,7,344.9,-70,-58,-59.5,-54,-54.8630723149337,-65,-80,1,"23.90-7.0",0
"708","1140719450582",23.9,7,344.9,-63,-59,-65,-55,-56,-79,-79,0,"23.90-7.0",0
"709","1140719450834",23.9,7,344.9,-56.4354204773103,-56,-60,-56,-54.8630723149337,-70,-79,2,"23.90-7.0",0
"710","1140719451086",23.9,7,344.9,-62,-60,-59,-55,-54.8630723149337,-70,-79,1,"23.90-7.0",0
"711","1140719451338",23.9,7,344.9,-64,-57,-59,-55,-61,-66,-80,0,"23.90-7.0",0
"712","1140719451590",23.9,7,344.9,-68,-56,-59,-56.6546902475314,-57,-69,-78,1,"23.90-7.0",0
"713","1140719451842",23.9,7,344.9,-64,-56,-60.0102496192809,-54,-56,-66.2612341491531,-79,2,"23.90-7.0",0
"714","1140719452094",23.9,7,344.9,-62,-57,-67,-54,-54.8630723149337,-66.2612341491531,-80,2,"23.90-7.0",0
"715","1140719452346",23.9,7,344.9,-64,-59,-60.0102496192809,-55,-61,-64,-78,1,"23.90-7.0",0
"716","1140719452598",23.9,7,344.9,-63,-58,-60.0102496192809,-54,-54.8630723149337,-66.2612341491531,-78,3,"23.90-7.0",0
"717","1140719452850",23.9,7,344.9,-65,-55,-71,-54,-59,-69,-78,0,"23.90-7.0",0
"718","1140719453114",23.9,7,344.9,-56.4354204773103,-54,-61,-56.6546902475314,-59,-69,-77,2,"23.90-7.0",0
"719","1140719453378",23.9,7,344.9,-65,-56,-60,-54,-54.8630723149337,-69,-78,1,"23.90-7.0",0
"720","1140719453630",23.9,7,344.9,-66,-55,-61,-56.6546902475314,-58,-77,-76,1,"23.90-7.0",0
"721","1140719453882",23.9,7,344.9,-64,-58,-61,-53,-57,-69,-77,0,"23.90-7.0",0
"722","1140719454134",23.9,7,344.9,-56.4354204773103,-56,-62,-54,-54.8630723149337,-69,-78,2,"23.90-7.0",0
"723","1140719454386",23.9,7,344.9,-56.4354204773103,-59,-59,-54,-58,-78,-77,1,"23.90-7.0",0
"724","1140719454638",23.9,7,344.9,-64,-55,-61,-53,-57,-69,-76,0,"23.90-7.0",0
"725","1140719454890",23.9,7,344.9,-64,-54,-69,-53,-57,-68,-78,0,"23.90-7.0",0
"726","1140719455142",23.9,7,344.9,-64,-55,-62,-53,-58,-66.2612341491531,-78,1,"23.90-7.0",0
"727","1140719455394",23.9,7,344.9,-56.4354204773103,-55,-70,-53,-58,-77,-78,1,"23.90-7.0",0
"728","1140719455646",23.9,7,344.9,-66,-59,-60.0102496192809,-53,-54.8630723149337,-69.5,-77,2,"23.90-7.0",0
"729","1140719455898",23.9,7,344.9,-64,-56,-60.0102496192809,-53,-60,-69,-77,1,"23.90-7.0",0
"730","1140719456150",23.9,7,344.9,-56.4354204773103,-60,-61,-54,-58,-65,-76,1,"23.90-7.0",0
"731","1140719456402",23.9,7,344.9,-66,-56,-58,-53,-58,-66.2612341491531,-79,1,"23.90-7.0",0
"732","1140719456654",23.9,7,344.9,-63,-56,-59,-55,-58,-66.2612341491531,-78,1,"23.90-7.0",0
"733","1140719456906",23.9,7,344.9,-56.4354204773103,-59,-60.0102496192809,-53,-58,-70,-78,2,"23.90-7.0",0
"734","1140719457164",23.9,7,344.9,-66.5,-60,-62,-54,-60,-79,-77,0,"23.90-7.0",0
"735","1140719457418",23.9,7,344.9,-65,-57,-59,-54,-54.8630723149337,-68,-70.3135619015994,2,"23.90-7.0",0
"736","1140719457670",23.9,7,344.9,-64,-56,-60.0102496192809,-55,-59,-65,-77,1,"23.90-7.0",0
"737","1140719457922",23.9,7,344.9,-66.5,-58,-58,-54,-54.8630723149337,-66.2612341491531,-78,2,"23.90-7.0",0
"738","1140719458174",23.9,7,344.9,-56.4354204773103,-60,-60.0102496192809,-53,-58,-79,-79,2,"23.90-7.0",0
"739","1140719458426",23.9,7,344.9,-65,-58,-66,-53,-58,-64,-78,0,"23.90-7.0",0
"740","1140719458678",23.9,7,344.9,-64,-60,-61,-53,-60,-79,-77,0,"23.90-7.0",0
"741","1140719458930",23.9,7,344.9,-56.4354204773103,-60,-70,-55,-54.8630723149337,-63,-76,2,"23.90-7.0",0
"742","1140719459182",23.9,7,344.9,-64,-56,-59,-53,-59,-68,-77,0,"23.90-7.0",0
"743","1140719459435",23.9,7,344.9,-66,-59,-69,-54,-58,-69,-79,0,"23.90-7.0",0
"744","1140719459687",23.9,7,344.9,-63,-56,-61,-53,-61,-64,-79,0,"23.90-7.0",0
"745","1140719459938",23.9,7,344.9,-56.4354204773103,-56,-60.0102496192809,-54,-56,-64,-77,2,"23.90-7.0",0
"746","1140719460190",23.9,7,344.9,-64,-55,-61,-54,-60,-66,-77,0,"23.90-7.0",0
"747","1140719460447",23.9,7,344.9,-65.25,-56,-60.0102496192809,-54,-60,-79,-77,1,"23.90-7.0",0
"748","1140719460698",23.9,7,344.9,-56.4354204773103,-56,-61,-53,-59,-69,-77,1,"23.90-7.0",0
"749","1140719460951",23.9,7,344.9,-65,-59,-57,-53,-59,-69,-77,0,"23.90-7.0",0
"750","1140719461202",23.9,7,344.9,-65,-59,-69,-56.6546902475314,-54.8630723149337,-69,-76,2,"23.90-7.0",0
"751","1140719461455",23.9,7,344.9,-56.4354204773103,-56,-62,-53,-60,-69,-78,1,"23.90-7.0",0
"752","1140719461707",23.9,7,344.9,-56.4354204773103,-60,-69,-54,-59,-79,-78,1,"23.90-7.0",0
"753","1140719461959",23.9,7,344.9,-56.4354204773103,-60,-70,-53,-59,-69,-78,1,"23.90-7.0",0
"754","1140719462211",23.9,7,344.9,-56.4354204773103,-60,-59,-54,-61,-70,-78,1,"23.90-7.0",0
"755","1140719462463",23.9,7,344.9,-64,-55,-60,-54,-57,-69,-78,0,"23.90-7.0",0
"756","1140719462715",23.9,7,344.9,-66,-56,-58,-55,-58,-66.2612341491531,-77,1,"23.90-7.0",0
"757","1140719462967",23.9,7,344.9,-63,-59,-60.0102496192809,-56.6546902475314,-62,-64,-78,2,"23.90-7.0",0
"758","1140719463219",23.9,7,344.9,-63,-55,-58,-54,-61,-69,-78,0,"23.90-7.0",0
"759","1140719463471",23.9,7,344.9,-67,-59,-60.0102496192809,-54,-60,-65,-77,1,"23.90-7.0",0
"760","1140719463727",23.9,7,344.9,-56.4354204773103,-59,-60,-55,-57,-69,-77,1,"23.90-7.0",0
"761","1140719463979",23.9,7,344.9,-67,-58,-60,-55,-57,-64,-78,0,"23.90-7.0",0
"762","1140719464231",23.9,7,344.9,-67,-56,-69,-54,-54.8630723149337,-63,-79,1,"23.90-7.0",0
"763","1140719464483",23.9,7,344.9,-67,-59,-60.0102496192809,-54,-59,-69,-77,1,"23.90-7.0",0
"764","1140719464735",23.9,7,344.9,-64,-56,-60.0102496192809,-56.6546902475314,-54.8630723149337,-70,-78,3,"23.90-7.0",0
"765","1140719464987",23.9,7,344.9,-64,-59,-69,-55,-58,-79,-78,0,"23.90-7.0",0
"766","1140719465239",23.9,7,344.9,-67,-58,-60.0102496192809,-53,-57,-64,-70.3135619015994,2,"23.90-7.0",0
"767","1140719465491",23.9,7,344.9,-66,-55,-61,-54,-58,-66.2612341491531,-77,1,"23.90-7.0",0
"768","1140719465743",23.9,7,344.9,-64,-55,-60.0102496192809,-54,-60,-65,-77,1,"23.90-7.0",0
"769","1140719671620",25.23,7.78,10,-67,-56,-71,-56,-56,-71,-76,0,"25.23-7.78",0
"770","1140719671872",25.23,7.78,10,-67,-55,-64,-55,-52,-70,-75,0,"25.23-7.78",0
"771","1140719672124",25.23,7.78,10,-56.4354204773103,-55,-71,-54,-44,-64,-77,1,"25.23-7.78",0
"772","1140719672376",25.23,7.78,10,-68,-55,-64,-54,-46,-72,-77,0,"25.23-7.78",0
"773","1140719672628",25.23,7.78,10,-68,-55,-70,-52,-46,-83,-76,0,"25.23-7.78",0
"774","1140719672880",25.23,7.78,10,-69,-58,-72,-52,-46,-77,-77,0,"25.23-7.78",0
"775","1140719673132",25.23,7.78,10,-66,-57,-65,-53,-51,-81,-75,0,"25.23-7.78",0
"776","1140719673384",25.23,7.78,10,-68,-56,-64,-56.6546902475314,-44,-73,-76,1,"25.23-7.78",0
"777","1140719673636",25.23,7.78,10,-68,-55,-66,-54,-44,-66.2612341491531,-72,1,"25.23-7.78",0
"778","1140719673888",25.23,7.78,10,-67,-55,-60.0102496192809,-54,-48,-71,-72,1,"25.23-7.78",0
"779","1140719674140",25.23,7.78,10,-68,-57,-64,-54,-45,-66.2612341491531,-72,1,"25.23-7.78",0
"780","1140719674392",25.23,7.78,10,-67,-55,-64,-52,-45,-79,-71,0,"25.23-7.78",0
"781","1140719674644",25.23,7.78,10,-68.5,-51,-64,-53,-49,-73,-73,0,"25.23-7.78",0
"782","1140719674896",25.23,7.78,10,-56.4354204773103,-57,-60.0102496192809,-54,-44,-73,-73,2,"25.23-7.78",0
"783","1140719675148",25.23,7.78,10,-69,-52,-63,-53,-46,-81,-78,0,"25.23-7.78",0
"784","1140719675400",25.23,7.78,10,-56.4354204773103,-52,-64,-56.6546902475314,-54.8630723149337,-71,-78,3,"25.23-7.78",0
"785","1140719675652",25.23,7.78,10,-56.4354204773103,-51,-64,-54,-45,-81,-78,1,"25.23-7.78",0
"786","1140719675904",25.23,7.78,10,-73,-51,-68,-56.6546902475314,-45,-72,-77,1,"25.23-7.78",0
"787","1140719676156",25.23,7.78,10,-70,-52,-65,-52,-45,-66.2612341491531,-72,1,"25.23-7.78",0
"788","1140719676408",25.23,7.78,10,-56.4354204773103,-53.384679395735,-65,-56.6546902475314,-54.8630723149337,-66.2612341491531,-70.3135619015994,6,"25.23-7.78",0
"789","1140719676660",25.23,7.78,10,-72,-58,-65,-52,-45,-72,-72,0,"25.23-7.78",0
"790","1140719676912",25.23,7.78,10,-71,-52,-68,-52,-48,-72,-73,0,"25.23-7.78",0
"791","1140719677164",25.23,7.78,10,-56.4354204773103,-56,-66,-52,-54.8630723149337,-72,-72,2,"25.23-7.78",0
"792","1140719677416",25.23,7.78,10,-69,-55,-64,-53,-46,-72.5,-79,0,"25.23-7.78",0
"793","1140719677668",25.23,7.78,10,-70,-51,-70,-53,-46,-71,-78,0,"25.23-7.78",0
"794","1140719677920",25.23,7.78,10,-69,-52,-60.0102496192809,-53,-54.8630723149337,-73,-73,2,"25.23-7.78",0
"795","1140719678172",25.23,7.78,10,-72,-55,-70,-56.6546902475314,-45,-80,-73,1,"25.23-7.78",0
"796","1140719678424",25.23,7.78,10,-65,-56,-71,-55,-45,-69,-70.3135619015994,1,"25.23-7.78",0
"797","1140719678676",25.23,7.78,10,-67,-56,-60.0102496192809,-56.6546902475314,-49,-72,-77,2,"25.23-7.78",0
"798","1140719678928",25.23,7.78,10,-56.4354204773103,-57,-71,-52,-49,-66.2612341491531,-73,2,"25.23-7.78",0
"799","1140719679180",25.23,7.78,10,-67,-56,-69,-53,-48,-71,-71,0,"25.23-7.78",0
"800","1140719679432",25.23,7.78,10,-67,-55,-69,-53,-47,-82,-77,0,"25.23-7.78",0
"801","1140719679684",25.23,7.78,10,-68,-57,-65,-54,-54.8630723149337,-72,-76,1,"25.23-7.78",0
"802","1140719679936",25.23,7.78,10,-67,-56,-65,-54,-47,-73,-76,0,"25.23-7.78",0
"803","1140719680188",25.23,7.78,10,-68,-55,-64,-53,-46,-66.2612341491531,-73,1,"25.23-7.78",0
"804","1140719680440",25.23,7.78,10,-69.5,-55,-64,-54,-54.8630723149337,-66.2612341491531,-73,2,"25.23-7.78",0
"805","1140719680692",25.23,7.78,10,-56.4354204773103,-54,-63,-54,-49,-73,-73,1,"25.23-7.78",0
"806","1140719680944",25.23,7.78,10,-66,-55,-63,-52,-47.5,-71,-79,0,"25.23-7.78",0
"807","1140719681196",25.23,7.78,10,-67,-55,-60.0102496192809,-52,-54.8630723149337,-72,-73,2,"25.23-7.78",0
"808","1140719681448",25.23,7.78,10,-56.4354204773103,-55,-60.0102496192809,-56.6546902475314,-47,-71,-74,3,"25.23-7.78",0
"809","1140719681700",25.23,7.78,10,-66,-54,-60.0102496192809,-54,-54.8630723149337,-76,-79,2,"25.23-7.78",0
"810","1140719681952",25.23,7.78,10,-56.4354204773103,-54,-60.0102496192809,-54,-51,-73,-79,2,"25.23-7.78",0
"811","1140719682205",25.23,7.78,10,-65,-55,-63,-53,-50,-84,-78,0,"25.23-7.78",0
"812","1140719682456",25.23,7.78,10,-66,-55,-71,-55,-46,-72,-71,0,"25.23-7.78",0
"813","1140719682708",25.23,7.78,10,-66,-56,-70,-52,-51,-81,-79,0,"25.23-7.78",0
"814","1140719682960",25.23,7.78,10,-66,-56,-70,-56.6546902475314,-47,-66.2612341491531,-76,2,"25.23-7.78",0
"815","1140719683212",25.23,7.78,10,-66,-56,-70,-54,-54.8630723149337,-71,-79,1,"25.23-7.78",0
"816","1140719683464",25.23,7.78,10,-67,-51,-65,-54,-45,-72,-73,0,"25.23-7.78",0
"817","1140719683717",25.23,7.78,10,-66,-52,-63,-53,-46,-81,-71,0,"25.23-7.78",0
"818","1140719683969",25.23,7.78,10,-56.4354204773103,-56,-64,-54,-50,-70.5,-72,1,"25.23-7.78",0
"819","1140719684221",25.23,7.78,10,-67,-56,-71,-53,-46,-81,-78,0,"25.23-7.78",0
"820","1140719684472",25.23,7.78,10,-67,-55,-60.0102496192809,-52,-45,-66.2612341491531,-76,2,"25.23-7.78",0
"821","1140719684725",25.23,7.78,10,-66,-55,-60.0102496192809,-54,-46,-72,-71,1,"25.23-7.78",0
"822","1140719684977",25.23,7.78,10,-67,-55,-64,-54,-46,-71,-72,0,"25.23-7.78",0
"823","1140719685229",25.23,7.78,10,-68,-55,-70,-55,-45,-72,-77,0,"25.23-7.78",0
"824","1140719685481",25.23,7.78,10,-67.5,-56,-71,-54,-45,-71,-72,0,"25.23-7.78",0
"825","1140719685733",25.23,7.78,10,-66,-51,-64,-53,-50,-72,-77,0,"25.23-7.78",0
"826","1140719685985",25.23,7.78,10,-66,-55,-65,-56.6546902475314,-45,-72,-73,1,"25.23-7.78",0
"827","1140719686241",25.23,7.78,10,-66,-55,-71,-53,-54.8630723149337,-71,-77,1,"25.23-7.78",0
"828","1140719686493",25.23,7.78,10,-66,-52,-60.0102496192809,-54,-50,-72,-73,1,"25.23-7.78",0
"829","1140719686745",25.23,7.78,10,-66,-56,-63,-55,-50,-69,-78,0,"25.23-7.78",0
"830","1140719687097",25.23,7.78,10,-66,-55,-64,-56.6546902475314,-46,-72,-73,1,"25.23-7.78",0
"831","1140719687349",25.23,7.78,10,-63,-55,-63,-56.6546902475314,-50,-66.2612341491531,-78,2,"25.23-7.78",0
"832","1140719687601",25.23,7.78,10,-56.4354204773103,-51,-60.0102496192809,-54,-49,-72,-78,2,"25.23-7.78",0
"833","1140719687853",25.23,7.78,10,-56.4354204773103,-51,-63,-53,-46,-83,-73,1,"25.23-7.78",0
"834","1140719688105",25.23,7.78,10,-66,-56,-64,-56,-54.8630723149337,-70,-73,1,"25.23-7.78",0
"835","1140719688357",25.23,7.78,10,-68,-55,-71,-56,-49,-81,-72,0,"25.23-7.78",0
"836","1140719688609",25.23,7.78,10,-66,-56,-60.0102496192809,-54,-44,-73,-73,1,"25.23-7.78",0
"837","1140719688861",25.23,7.78,10,-66,-56,-70,-54,-45,-72,-73,0,"25.23-7.78",0
"838","1140719689113",25.23,7.78,10,-68,-56,-71,-52,-46,-72,-79,0,"25.23-7.78",0
"839","1140719689365",25.23,7.78,10,-68,-51,-71,-56.6546902475314,-45,-72,-77,1,"25.23-7.78",0
"840","1140719689621",25.23,7.78,10,-68,-57,-70,-54,-45,-70,-73,0,"25.23-7.78",0
"841","1140719689873",25.23,7.78,10,-67,-55,-70,-56.6546902475314,-47,-81,-72,1,"25.23-7.78",0
"842","1140719690125",25.23,7.78,10,-67,-57,-59,-52,-45,-66.2612341491531,-73,1,"25.23-7.78",0
"843","1140719690377",25.23,7.78,10,-67,-51,-64,-54,-46,-72,-74,0,"25.23-7.78",0
"844","1140719690629",25.23,7.78,10,-56.4354204773103,-51,-71,-53,-54.8630723149337,-83,-79,2,"25.23-7.78",0
"845","1140719690881",25.23,7.78,10,-67,-55,-64,-54,-54.8630723149337,-73,-73,1,"25.23-7.78",0
"846","1140719691133",25.23,7.78,10,-66,-57,-63,-56.6546902475314,-46,-66.2612341491531,-72,2,"25.23-7.78",0
"847","1140719691385",25.23,7.78,10,-67.5,-55,-71,-54,-54.8630723149337,-66.2612341491531,-80,2,"25.23-7.78",0
"848","1140719691637",25.23,7.78,10,-68,-55,-64,-53,-49,-73,-78,0,"25.23-7.78",0
"849","1140719691889",25.23,7.78,10,-70,-56,-64,-53,-51,-73,-79,0,"25.23-7.78",0
"850","1140719692141",25.23,7.78,10,-66,-56,-60.0102496192809,-56.6546902475314,-47,-66.2612341491531,-78,3,"25.23-7.78",0
"851","1140719692393",25.23,7.78,10,-67,-56,-60.0102496192809,-56.6546902475314,-46,-73,-80,2,"25.23-7.78",0
"852","1140719692645",25.23,7.78,10,-66,-55,-63,-58,-47,-66.2612341491531,-78,1,"25.23-7.78",0
"853","1140719692897",25.23,7.78,10,-67,-55,-62,-53,-50,-69,-79,0,"25.23-7.78",0
"854","1140719693149",25.23,7.78,10,-56.4354204773103,-55,-60.0102496192809,-54,-54.8630723149337,-73,-75,3,"25.23-7.78",0
"855","1140719693401",25.23,7.78,10,-66,-55,-70,-54,-50,-73,-79,0,"25.23-7.78",0
"856","1140719693653",25.23,7.78,10,-65,-56,-70,-54,-48,-73,-78,0,"25.23-7.78",0
"857","1140719693905",25.23,7.78,10,-67,-55,-62,-54,-48,-82,-78,0,"25.23-7.78",0
"858","1140719694157",25.23,7.78,10,-56.4354204773103,-56,-62,-53,-50,-73,-76,1,"25.23-7.78",0
"859","1140719694409",25.23,7.78,10,-66.5,-56,-63,-56.6546902475314,-48,-72,-76,1,"25.23-7.78",0
"860","1140719694661",25.23,7.78,10,-67,-52,-63,-54,-54.8630723149337,-72,-75,1,"25.23-7.78",0
"861","1140719694913",25.23,7.78,10,-56.4354204773103,-52,-70.5,-54,-48,-73,-76,1,"25.23-7.78",0
"862","1140719695165",25.23,7.78,10,-67,-54,-71,-58,-47,-73,-77,0,"25.23-7.78",0
"863","1140719695417",25.23,7.78,10,-67,-55,-60.0102496192809,-53,-48,-66.2612341491531,-80,2,"25.23-7.78",0
"864","1140719695669",25.23,7.78,10,-66,-52,-65.5,-56.6546902475314,-48,-82,-76,1,"25.23-7.78",0
"865","1140719695921",25.23,7.78,10,-56.4354204773103,-55,-62,-53,-52,-73,-78,1,"25.23-7.78",0
"866","1140719696173",25.23,7.78,10,-56.4354204773103,-55,-70,-54,-50,-73,-75,1,"25.23-7.78",0
"867","1140719696425",25.23,7.78,10,-66,-54,-71,-54,-49,-69,-78,0,"25.23-7.78",0
"868","1140719696677",25.23,7.78,10,-66,-54,-61,-53,-48,-66.2612341491531,-77,1,"25.23-7.78",0
"869","1140719696929",25.23,7.78,10,-67,-55,-69,-56.6546902475314,-48,-66.2612341491531,-76,2,"25.23-7.78",0
"870","1140719697181",25.23,7.78,10,-67,-54,-71,-54,-48,-72,-79,0,"25.23-7.78",0
"871","1140719697633",25.23,7.78,10,-64,-55,-59,-53,-48,-66.2612341491531,-70.3135619015994,2,"25.23-7.78",0
"872","1140719697885",25.23,7.78,10,-66,-54,-62,-55,-48,-73,-76,0,"25.23-7.78",0
"873","1140719698137",25.23,7.78,10,-65,-56,-69,-56.6546902475314,-48,-73,-76,1,"25.23-7.78",0
"874","1140719698389",25.23,7.78,10,-67,-52,-61,-58,-48,-67,-75,0,"25.23-7.78",0
"875","1140719698641",25.23,7.78,10,-67,-52,-69,-55,-50,-73,-78,0,"25.23-7.78",0
"876","1140719698894",25.23,7.78,10,-66.5,-55,-71,-53,-48,-81,-76,0,"25.23-7.78",0
"877","1140719699145",25.23,7.78,10,-56.4354204773103,-56,-60,-54,-48,-72,-76,1,"25.23-7.78",0
"878","1140719699397",25.23,7.78,10,-66,-56,-71,-56.6546902475314,-47,-66.2612341491531,-77,2,"25.23-7.78",0
"879","1140720526880",23.24,7.5,7.9,-63,-57,-59,-54,-63,-72,-81,0,"23.24-7.50",0
"880","1140720527144",23.24,7.5,7.9,-65,-55,-60.0102496192809,-55,-58,-71,-81,1,"23.24-7.50",0
"881","1140720527397",23.24,7.5,7.9,-65,-54,-60.0102496192809,-53,-68,-70,-79,1,"23.24-7.50",0
"882","1140720527649",23.24,7.5,7.9,-56.4354204773103,-58,-60.0102496192809,-53,-54.8630723149337,-69,-78,3,"23.24-7.50",0
"883","1140720527901",23.24,7.5,7.9,-65,-55,-60.0102496192809,-56.6546902475314,-51,-69,-79,2,"23.24-7.50",0
"884","1140720528153",23.24,7.5,7.9,-68,-57,-62,-56.6546902475314,-54.8630723149337,-69,-79,2,"23.24-7.50",0
"885","1140720528405",23.24,7.5,7.9,-68,-57,-59,-56.6546902475314,-54.8630723149337,-66.2612341491531,-83,3,"23.24-7.50",0
"886","1140720528657",23.24,7.5,7.9,-56.4354204773103,-57,-59,-53,-57,-70,-82,1,"23.24-7.50",0
"887","1140720528909",23.24,7.5,7.9,-64,-56,-59,-56.6546902475314,-58,-70,-77,1,"23.24-7.50",0
"888","1140720529161",23.24,7.5,7.9,-64,-57,-61,-56.6546902475314,-52,-70,-77,1,"23.24-7.50",0
"889","1140720529413",23.24,7.5,7.9,-65,-56,-60,-54,-58,-67,-77,0,"23.24-7.50",0
"890","1140720529665",23.24,7.5,7.9,-65,-55,-60.0102496192809,-53,-52,-66.2612341491531,-82,2,"23.24-7.50",0
"891","1140720529917",23.24,7.5,7.9,-64,-55,-61,-56.6546902475314,-52,-69,-77,1,"23.24-7.50",0
"892","1140720530169",23.24,7.5,7.9,-63,-55,-59,-54,-54.8630723149337,-71,-79,1,"23.24-7.50",0
"893","1140720530421",23.24,7.5,7.9,-56.4354204773103,-55,-59,-56.6546902475314,-59,-71,-77,2,"23.24-7.50",0
"894","1140720530673",23.24,7.5,7.9,-64,-55,-60.0102496192809,-54,-60,-66.2612341491531,-81,2,"23.24-7.50",0
"895","1140720530925",23.24,7.5,7.9,-65,-56,-60.0102496192809,-54,-59,-70,-81,1,"23.24-7.50",0
"896","1140720531177",23.24,7.5,7.9,-65,-56,-60.0102496192809,-53,-60,-71,-81,1,"23.24-7.50",0
"897","1140720531430",23.24,7.5,7.9,-67,-55,-62,-52,-54.8630723149337,-69,-82,1,"23.24-7.50",0
"898","1140720531681",23.24,7.5,7.9,-65,-56,-54,-54,-62,-70,-77,0,"23.24-7.50",0
"899","1140720531934",23.24,7.5,7.9,-66,-55,-61,-54,-54,-66.2612341491531,-80,1,"23.24-7.50",0
"900","1140720532185",23.24,7.5,7.9,-65,-56,-58,-54,-54.8630723149337,-71,-76,1,"23.24-7.50",0
"901","1140720532446",23.24,7.5,7.9,-56.4354204773103,-55,-60.0102496192809,-53,-52.5,-70,-82,2,"23.24-7.50",0
"902","1140720532698",23.24,7.5,7.9,-65,-57,-62,-53,-52,-70,-80,0,"23.24-7.50",0
"903","1140720532950",23.24,7.5,7.9,-56.4354204773103,-56,-58,-54,-53,-68,-76,1,"23.24-7.50",0
"904","1140720533202",23.24,7.5,7.9,-66,-57,-60.0102496192809,-55,-54,-68,-78,1,"23.24-7.50",0
"905","1140720533454",23.24,7.5,7.9,-68,-58,-60.0102496192809,-54,-52,-71,-81,1,"23.24-7.50",0
"906","1140720533705",23.24,7.5,7.9,-65,-56,-62,-56.6546902475314,-53,-66.2612341491531,-70.3135619015994,3,"23.24-7.50",0
"907","1140720533958",23.24,7.5,7.9,-66,-58,-62,-54,-54,-71.5,-83,0,"23.24-7.50",0
"908","1140720534210",23.24,7.5,7.9,-65,-56,-61,-54,-53,-68,-77,0,"23.24-7.50",0
"909","1140720534462",23.24,7.5,7.9,-65,-56,-60.0102496192809,-53,-59,-69,-77,1,"23.24-7.50",0
"910","1140720534714",23.24,7.5,7.9,-64.5,-56,-61,-55,-59,-71.5,-83,0,"23.24-7.50",0
"911","1140720534966",23.24,7.5,7.9,-65,-58,-60,-53,-53,-71,-77,0,"23.24-7.50",0
"912","1140720535218",23.24,7.5,7.9,-65,-57,-56,-55,-53,-70,-79,0,"23.24-7.50",0
"913","1140720535470",23.24,7.5,7.9,-56.4354204773103,-56,-61,-52,-54,-71,-77,1,"23.24-7.50",0
"914","1140720535722",23.24,7.5,7.9,-64,-57,-60.0102496192809,-54,-60,-70,-83,1,"23.24-7.50",0
"915","1140720535974",23.24,7.5,7.9,-56.4354204773103,-57,-55,-54,-54.8630723149337,-66.2612341491531,-79,3,"23.24-7.50",0
"916","1140720536226",23.24,7.5,7.9,-65,-55,-60.0102496192809,-56.6546902475314,-53,-70,-77,2,"23.24-7.50",0
"917","1140720536478",23.24,7.5,7.9,-56.4354204773103,-55,-60.0102496192809,-54,-54,-69,-78,2,"23.24-7.50",0
